,type,geometry.type,geometry.coordinates,properties.name,properties.placename,properties.id,properties.state,properties.feature_term,properties.latitude,properties.longitude,properties.TLCMapLinkBack,properties.TLCMapDataset,properties.category,properties.group,properties.authority,properties.supply_date,display.popup.links,properties.description,properties.linkback,properties.datestart,properties.dateend,properties.udatestart,properties.udateend,properties.StationID,properties.Years,properties.Percent,properties.AWS,properties.place,properties.language_code,properties.language_name,properties.language_synonym,properties.thesaurus_heading_language,properties.thesaurus_heading_people,properties.approximate_latitude_of_language_variety,properties.approximate_longitude_of_language_variety,properties.uri,properties.State,properties.Newspaper Place of Publication,properties.Newspaper,properties.Article Word Count,properties.Article Link,properties.original_id,properties.street,properties.suburb,properties.postcode,properties.web_links,properties.source,properties.original_data_source,properties.parish,properties.lga
89,Feature,Point,"[143.98749999999998, -33.15555555555555]",Gunarramby,Gunarramby,a7c78,NSW,parish,-33.15555555555555,143.98749999999998,https://ghap.tlcmap.org/search?id=a7c78,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a7c78', 'link': 'https://ghap.tlcmap.org/search?id=a7c78'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754476          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),GUNARRAMBY,BALRANALD
90,Feature,Point,"[143.96777777777777, -33.165]",Gunarramby Swamp,Gunarramby Swamp,a7c79,NSW,swamp,-33.165,143.96777777777777,https://ghap.tlcmap.org/search?id=a7c79,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a7c79', 'link': 'https://ghap.tlcmap.org/search?id=a7c79'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
91,Feature,Point,"[143.96777777777777, -33.165]",Gunnaramby Swamp,Gunnaramby Swamp,a7d07,NSW,swamp,-33.165,143.96777777777777,https://ghap.tlcmap.org/search?id=a7d07,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a7d07', 'link': 'https://ghap.tlcmap.org/search?id=a7d07'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A swamp lying about 13kms S of Moornanyah Lake and due N of Clore Tank.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
92,Feature,Point,"[143.64944444444444, -33.71527777777778]",Hatfield,Hatfield,a81c2,NSW,locality (bounded),-33.71527777777778,143.64944444444444,https://ghap.tlcmap.org/search?id=a81c2,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a81c2', 'link': 'https://ghap.tlcmap.org/search?id=a81c2'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]","An address locality.    Boundaries and names in Balranald Shire Gaz 21 Mar 03, map GNB3732.       ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),YHOUL,BALRANALD
93,Feature,Point,"[143.73444444444442, -33.83166666666667]",Hatfield,Hatfield,a81c3,NSW,locality (bounded),-33.83166666666667,143.73444444444442,https://ghap.tlcmap.org/search?id=a81c3,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a81c3', 'link': 'https://ghap.tlcmap.org/search?id=a81c3'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A locality which lies about 8 kms WSW of Lake Tysom and about 19 km E by N of Lake Mogenta.  Name deferred unti Cul Des is done.        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
94,Feature,Point,"[143.73444444444442, -33.98305555555556]",Juanbung,Juanbung,a8f50,NSW,parish,-33.98305555555556,143.73444444444442,https://ghap.tlcmap.org/search?id=a8f50,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a8f50', 'link': 'https://ghap.tlcmap.org/search?id=a8f50'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 751192          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NSW LGA,NSW LGA,JUANBUNG,BALRANALD
95,Feature,Point,"[143.73444444444442, -33.98305555555556]",Juanbung,Juanbung,a8f51,NSW,parish,-33.98305555555556,143.73444444444442,https://ghap.tlcmap.org/search?id=a8f51,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a8f51', 'link': 'https://ghap.tlcmap.org/search?id=a8f51'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754032          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),JUANBUNG,
96,Feature,Point,"[143.2927777777778, -33.195277777777775]",Kandra,Kandra,a9068,NSW,parish,-33.195277777777775,143.2927777777778,https://ghap.tlcmap.org/search?id=a9068,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9068', 'link': 'https://ghap.tlcmap.org/search?id=a9068'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755373          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),KANDRA,WENTWORTH
97,Feature,Point,"[143.48055555555555, -33.04972222222222]",Kasserhill,Kasserhill,a9154,NSW,parish,-33.04972222222222,143.48055555555555,https://ghap.tlcmap.org/search?id=a9154,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9154', 'link': 'https://ghap.tlcmap.org/search?id=a9154'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754477          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),KASSERHILL,
98,Feature,Point,"[143.47055555555556, -33.10722222222223]",Khartoum,Khartoum,a934c,NSW,parish,-33.10722222222223,143.47055555555556,https://ghap.tlcmap.org/search?id=a934c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a934c', 'link': 'https://ghap.tlcmap.org/search?id=a934c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754479          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),KHARTOUM,WENTWORTH
99,Feature,Point,"[143.7011111111111, -33.88166666666667]",Kilfera,Kilfera,a93ca,NSW,county,-33.88166666666667,143.7011111111111,https://ghap.tlcmap.org/search?id=a93ca,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a93ca', 'link': 'https://ghap.tlcmap.org/search?id=a93ca'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",Lands Administration District           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",SEVERAL,
100,Feature,Point,"[143.0011111111111, -33.54833333333333]",Lake Leaghur,Lake Leaghur,a9aaf,NSW,lake,-33.54833333333333,143.0011111111111,https://ghap.tlcmap.org/search?id=a9aaf,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9aaf', 'link': 'https://ghap.tlcmap.org/search?id=a9aaf'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A dry lake about 10 km N of Lake Mungo and about 15 km SW of Lake Gurnpung.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,WENTWORTH
101,Feature,Point,"[143.52083333333334, -33.8175]",Lake Magenta,Lake Magenta,a9ab8,NSW,lake,-33.8175,143.52083333333334,https://ghap.tlcmap.org/search?id=a9ab8,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9ab8', 'link': 'https://ghap.tlcmap.org/search?id=a9ab8'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake which lies N of Magenta Hill and 3kms of closest point from Hatfield in a SE direction.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
102,Feature,Point,"[143.0011111111111, -33.665]",Lake Mungo,Lake Mungo,a9ac9,NSW,lake,-33.665,143.0011111111111,https://ghap.tlcmap.org/search?id=a9ac9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9ac9', 'link': 'https://ghap.tlcmap.org/search?id=a9ac9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A dry lake about 8 km S of Lake Leaghur and about 24km NE by N of Lake Arumpo.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",,WENTWORTH
103,Feature,Point,"[143.61408, -33.53465]",Binda,Binda,a49e50,NSW,homestead,-33.53465,143.61408,https://ghap.tlcmap.org/search?id=a49e50,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49e50', 'link': 'https://ghap.tlcmap.org/search?id=a49e50'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
104,Feature,Point,"[143.84492, -33.88098]",Rata,Rata,a49e53,NSW,homestead,-33.88098,143.84492,https://ghap.tlcmap.org/search?id=a49e53,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49e53', 'link': 'https://ghap.tlcmap.org/search?id=a49e53'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
105,Feature,Point,"[143.62916666666666, -33.198055555555555]",Leura,Leura,a9e0c,NSW,parish,-33.198055555555555,143.62916666666666,https://ghap.tlcmap.org/search?id=a9e0c,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a9e0c', 'link': 'https://ghap.tlcmap.org/search?id=a9e0c'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754481          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),LEURA,
106,Feature,Point,"[143.4972222222222, -33.797777777777775]",Magenta,Magenta,aa772,NSW,parish,-33.797777777777775,143.4972222222222,https://ghap.tlcmap.org/search?id=aa772,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa772', 'link': 'https://ghap.tlcmap.org/search?id=aa772'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754034          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MAGENTA,BALRANALD
107,Feature,Point,"[143.53444444444443, -33.865]",Magenta Hill,Magenta Hill,aa773,NSW,hill,-33.865,143.53444444444443,https://ghap.tlcmap.org/search?id=aa773,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa773', 'link': 'https://ghap.tlcmap.org/search?id=aa773'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A hill due south of Lake mogenta and about 20 kms W by S of Hatfield.           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
108,Feature,Point,"[143.43305555555554, -33.400277777777774]",Mandellman,Mandellman,aa8dc,NSW,parish,-33.400277777777774,143.43305555555554,https://ghap.tlcmap.org/search?id=aa8dc,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa8dc', 'link': 'https://ghap.tlcmap.org/search?id=aa8dc'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754484          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MANDELLMAN,
109,Feature,Point,"[143.38444444444443, -33.39833333333333]",Mandleman Government Tank,Mandleman Government Tank,aa8ea,NSW,tank,-33.39833333333333,143.38444444444443,https://ghap.tlcmap.org/search?id=aa8ea,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa8ea', 'link': 'https://ghap.tlcmap.org/search?id=aa8ea'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
110,Feature,Point,"[143.38444444444443, -33.39833333333333]",Mandleman Tank,Mandleman Tank,aa8eb,NSW,tank,-33.39833333333333,143.38444444444443,https://ghap.tlcmap.org/search?id=aa8eb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa8eb', 'link': 'https://ghap.tlcmap.org/search?id=aa8eb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A tank located on a travelling stock route. It is about 24 kms ESE of Manya Tank P.W.P.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
111,Feature,Point,"[143.63444444444443, -33.165]",Manfred Mountain,Manfred Mountain,aa903,NSW,hill,-33.165,143.63444444444443,https://ghap.tlcmap.org/search?id=aa903,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa903', 'link': 'https://ghap.tlcmap.org/search?id=aa903'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A hill rising about 80 metres from Willandra Creek located about 13kms SSE of Princes Lake and about 4kms NW by N of Box Clump Well.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
112,Feature,Point,"[143.76777777777778, -33.265]",Manfred Tank,Manfred Tank,aa905,NSW,tank,-33.265,143.76777777777778,https://ghap.tlcmap.org/search?id=aa905,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa905', 'link': 'https://ghap.tlcmap.org/search?id=aa905'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A PWP No. 659 which lies SE 15kms of Monfred Mountain and 6kms ENE of Four Mile Well.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
113,Feature,Point,"[143.11777777777777, -33.281666666666666]",Manya Tank,Manya Tank,aa9d0,NSW,tank,-33.281666666666666,143.11777777777777,https://ghap.tlcmap.org/search?id=aa9d0,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aa9d0', 'link': 'https://ghap.tlcmap.org/search?id=aa9d0'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A public watering place about 29 km WNW of Mandleman Tank and about 8 kms North of Garnpung Lake.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,WENTWORTH
114,Feature,Point,"[143.3536111111111, -33.01638888888889]",Midgehope,Midgehope,ab434,NSW,parish,-33.01638888888889,143.3536111111111,https://ghap.tlcmap.org/search?id=ab434,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ab434', 'link': 'https://ghap.tlcmap.org/search?id=ab434'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755378          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MIDGEHOPE,
115,Feature,Point,"[143.93444444444444, -33.031666666666666]",Mooranuah Lake,Mooranuah Lake,ab924,NSW,lake,-33.031666666666666,143.93444444444444,https://ghap.tlcmap.org/search?id=ab924,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ab924', 'link': 'https://ghap.tlcmap.org/search?id=ab924'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
116,Feature,Point,"[143.1627777777778, -33.196666666666665]",Morthong,Morthong,aba77,NSW,parish,-33.196666666666665,143.1627777777778,https://ghap.tlcmap.org/search?id=aba77,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aba77', 'link': 'https://ghap.tlcmap.org/search?id=aba77'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755382          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MORTHONG,
117,Feature,Point,"[143.53444444444443, -33.865]",Mount Magenta,Mount Magenta,abe6f,NSW,hill,-33.865,143.53444444444443,https://ghap.tlcmap.org/search?id=abe6f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: abe6f', 'link': 'https://ghap.tlcmap.org/search?id=abe6f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,
118,Feature,Point,"[143.33444444444444, -33.23166666666667]",Mulurulu Lake,Mulurulu Lake,ac4de,NSW,lake,-33.23166666666667,143.33444444444444,https://ghap.tlcmap.org/search?id=ac4de,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac4de', 'link': 'https://ghap.tlcmap.org/search?id=ac4de'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake about 19 kms NE of Garnpung Lake and about 11 kms north of Mandleman Tank. *Meaning         ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
119,Feature,Point,"[143.4036111111111, -33.33444444444444]",Mulurula,Mulurula,ac4dd,NSW,parish,-33.33444444444444,143.4036111111111,https://ghap.tlcmap.org/search?id=ac4dd,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac4dd', 'link': 'https://ghap.tlcmap.org/search?id=ac4dd'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754488          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MULURULA,BALRANALD
120,Feature,Point,"[143.0988888888889, -33.852222222222224]",Mungo,Mungo,ac5ac,NSW,parish,-33.852222222222224,143.0988888888889,https://ghap.tlcmap.org/search?id=ac5ac,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac5ac', 'link': 'https://ghap.tlcmap.org/search?id=ac5ac'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 756103          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),MUNGO,
121,Feature,Point,"[143.0011111111111, -33.73166666666667]",Mungo National Park,Mungo National Park,ac5b1,NSW,reserve,-33.73166666666667,143.0011111111111,https://ghap.tlcmap.org/search?id=ac5b1,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac5b1', 'link': 'https://ghap.tlcmap.org/search?id=ac5b1'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A reserve W of Lake Mungo and 11 kms N of Chibnalwood Lake.           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;","State Records (TLCM)
1. Geographical Names Register; Type: Website; Publisher: Geographical Names Board of New South Wales; Place: www.gnb.nsw.gov.au; ANPS Library: N; Status: Primary; ANPS Source ID: 935;",,BALRANALD
122,Feature,Point,"[143.0538888888889, -33.23722222222222]",Nambucurra,Nambucurra,ac86f,NSW,parish,-33.23722222222222,143.0538888888889,https://ghap.tlcmap.org/search?id=ac86f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac86f', 'link': 'https://ghap.tlcmap.org/search?id=ac86f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755386          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),NAMBUCURRA,
123,Feature,Point,"[143.03666666666666, -33.353611111111114]",Nania,Nania,ac8bd,NSW,parish,-33.353611111111114,143.03666666666666,https://ghap.tlcmap.org/search?id=ac8bd,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ac8bd', 'link': 'https://ghap.tlcmap.org/search?id=ac8bd'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755388          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),NANIA,
124,Feature,Point,"[143.7536111111111, -33.43111111111111]",Oberwells,Oberwells,ad2b9,NSW,parish,-33.43111111111111,143.7536111111111,https://ghap.tlcmap.org/search?id=ad2b9,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ad2b9', 'link': 'https://ghap.tlcmap.org/search?id=ad2b9'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754490          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),OBERWELLS,BALRANALD
125,Feature,Point,"[143.14944444444444, -33.28111111111111]",Pan Ban,Pan Ban,ad6c4,NSW,parish,-33.28111111111111,143.14944444444444,https://ghap.tlcmap.org/search?id=ad6c4,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ad6c4', 'link': 'https://ghap.tlcmap.org/search?id=ad6c4'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755391          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),PAN BAN,
126,Feature,Point,"[143.02027777777778, -33.46361111111111]",Perry,Perry,ada98,NSW,parish,-33.46361111111111,143.02027777777778,https://ghap.tlcmap.org/search?id=ada98,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ada98', 'link': 'https://ghap.tlcmap.org/search?id=ada98'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 755393          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),PERRY,
127,Feature,Point,"[143.6011111111111, -33.065]",Princes Lake,Princes Lake,ae1cb,NSW,lake,-33.065,143.6011111111111,https://ghap.tlcmap.org/search?id=ae1cb,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: ae1cb', 'link': 'https://ghap.tlcmap.org/search?id=ae1cb'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A lake lying about 12kms NNW of Manfred Mountain and about 29kms WSW of Moornanyan Lake.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,CENTRAL DARLING
128,Feature,Point,"[143.13215, -33.90165]",Wampo,Wampo,a49e90,NSW,homestead,-33.90165,143.13215,https://ghap.tlcmap.org/search?id=a49e90,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a49e90', 'link': 'https://ghap.tlcmap.org/search?id=a49e90'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (ANPS),State Records (ANPS),,
129,Feature,Point,"[143.2511111111111, -33.98166666666667]",Ryah Box Flat,Ryah Box Flat,aefd1,NSW,flat,-33.98166666666667,143.2511111111111,https://ghap.tlcmap.org/search?id=aefd1,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: aefd1', 'link': 'https://ghap.tlcmap.org/search?id=aefd1'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A low flat area about 12 km west of Blackfellows Waterhole and 9 km south of Creasy Catch Tank.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
130,Feature,Point,"[143.87, -33.95944444444445]",Sahara,Sahara,af06f,NSW,parish,-33.95944444444445,143.87,https://ghap.tlcmap.org/search?id=af06f,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: af06f', 'link': 'https://ghap.tlcmap.org/search?id=af06f'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754035          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),SAHARA,
131,Feature,Point,"[143.93444444444444, -33.265]",Salt Well,Salt Well,af0ef,NSW,well2,-33.265,143.93444444444444,https://ghap.tlcmap.org/search?id=af0ef,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: af0ef', 'link': 'https://ghap.tlcmap.org/search?id=af0ef'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A well which lies about 5kms North of Clare Tank and about 10kms S by N of Gunarramby swamp.          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),,BALRANALD
132,Feature,Point,"[143.29638888888888, -33.7975]",Solferino,Solferino,afb97,NSW,parish,-33.7975,143.29638888888888,https://ghap.tlcmap.org/search?id=afb97,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: afb97', 'link': 'https://ghap.tlcmap.org/search?id=afb97'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754037          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),SOLFERINO,
133,Feature,Point,"[143.06083333333333, -33.97638888888889]",Spencer,Spencer,afd3d,NSW,parish,-33.97638888888889,143.06083333333333,https://ghap.tlcmap.org/search?id=afd3d,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: afd3d', 'link': 'https://ghap.tlcmap.org/search?id=afd3d'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 756111          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),SPENCER,BALRANALD
134,Feature,Point,"[143.33277777777778, -33.623333333333335]",Tankie,Tankie,a10a47,NSW,parish,-33.623333333333335,143.33277777777778,https://ghap.tlcmap.org/search?id=a10a47,https://ghap.tlcmap.org,,,,,"[{'text': 'TLCMap Record: a10a47', 'link': 'https://ghap.tlcmap.org/search?id=a10a47'}, {'text': 'TLCMap Layer', 'link': 'https://ghap.tlcmap.org'}]",A parish in the Western Division Parish DP No. 754038          ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Records (TLCM),State Records (TLCM),TANKIE,
